Capture Date,Subspecies,Source,Herd,Method,Permanent Id,Ear Tag,Collared?,Serial ,Freq1,Weight (kg),Sex,Age,Class,Temp1,Temp2 ,Temp3,HighTemp,Cnetgun Temp,"Injections (BOSE, IVEMECTIN, Antibiotic)",TISSUE,Blood Red 1,Blood Red 2,Blood Purple,Rump (mm),SWAB,Preg?,Start P,End P,Total P(min),Start H,End H,Total H,AMBIENT,Comments,,Movi Sero,Movi PCR,PI3Sero,EHDSero,EHD2Sero,CESero,BTV
2/2/2015,Rocky,NA,RRV,dropnet,QM23,W19,,,,92,M,4.5,,104.6,,,104.6,,3,0,1,1,1,4,,,15:07,15:16,0:09,15:00,15:16,0:16,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,NA,RRV,dropnet,QM24,y144,,,,60,M,2,,100.4,,,100.4,,3,0,1,1,1,4,,,15:15,15:24,0:09,15:00,15:24,0:24,,"NO COLLAR;FECAL, HAIR, GOLD TOP BT",,,,,,,,
2/2/2015,Rocky,na,RRV,dropnet,QM9,W13,,,,70,F,5+,,106.3,,,106.3,,3,0,1,1,1,10,,,15:40,15:48,0:08,15:00,15:48,0:48,,"FECAL, HAIR, GOLD TOP BT",,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,14,O31,,,,79,M,4,,103.5,,,103.5,,3,0,1,1,1,,,,10:36,,,,,,,PIGMENTARY KERATITIS-0.U. BOTH EYES…AVISUAL; RETURNED TO RED ROCK,42,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH175,Y181,,,,61,F,4,,104.6,104.3,,104.6,-0.3,3,0,1,1,1,,,,8:13,8:19,0:06,8:12,8:20,0:08,,,33,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH176,R6,,,,48,F,2,,105.4,105.4,,105.4,0,3,0,1,1,1,,,,8:56,9:00,0:04,8:53,9:01,0:08,,,37,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH177,Y177,,,,65,F,6+,,103.4,,,103.4,,3,0,1,1,1,,,,8:52,8:54,0:02,8:48,8:55,0:07,,,36,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH178,G30,,,,53,F,2,,104.7,,,104.7,,3,0,1,1,1,,,,9:45,9:51,0:06,9:38,9:52,0:14,,,41,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH179,P28,,,,68,F,4+,,103.3,,,103.3,,3,0,1,1,1,,,,8:13,8:18,0:05,8:12,8:19,0:07,,,34,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH180,Y46,,,,60,F,4+,,102.5,,,102.5,,3,0,1,1,1,,,,8:50,8:53,0:03,8:49,8:55,0:06,,,37,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH181,B82,,,,64,F,6+,,104.6,104.3,,104.6,-0.3,3,0,1,1,1,,,,8:56,9:00,0:04,8:55,9:01,0:06,,,,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH182,R40,,,,67,F,6+,,105.3,103.4,,105.3,-1.9,3,0,1,1,1,,,,9:39,9:44,0:05,9:39,9:45,0:06,,,39,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH183,Y34,,,,104,M,8,IV,103.7,,,103.7,,3,0,1,1,1,,,,9:45,9:50,0:05,9:39,9:51,0:12,,,,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH184,R23,,,,79,M,7,,105.2,105.3,,105.3,,3,0,1,1,1,,,,10:22,10:29,0:07,10:22,10:29,0:07,,,42,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH185,O47,,,,71,M,2,I,104.9,,,104.9,,3,0,1,1,1,,,,11:26,11:30,0:04,11:20,11:30,0:10,,NO COLLAR,43,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH186,P37,,,,86,M,4,III,105.2,104.5,,105.2,,3,0,1,1,1,,,,15:33,15:37,0:04,15:29,15:38,0:09,,.4 ML HALOPERIDOL,52,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH187,G36,,,,91,M,7,IV,103.7,,,103.7,,3,0,1,1,1,,,,12:05,12:09,0:04,12:04,12:11,0:07,,,50,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH188,P26,,,,111,M,9,IV,104.5,,,104.5,,3,0,1,1,1,,,,12:51,12:57,0:06,12:50,12:58,0:08,,,50,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH189,Y186,,,,67,M,3,II,107.5,,,107.5,,3,0,1,1,1,,,,14:05,14:11,0:06,14:05,14:12,0:07,,"NO COLLAR; 2 ML FLUMIXON MAGLAMINE, BANAMINE",52,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH190,Y195,,,,62,M,3,II,107.3,,,107.3,,3,0,1,1,1,,,,14:34,14:41,0:07,14:33,14:42,0:09,,2 ML BANAMINE,52,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH191,B6,,,,94,M,7,IV,103.9,,,103.9,,3,0,1,1,1,,,,10:22,10:28,0:06,10:21,10:29,0:08,,,42,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH192,B7,,,,79,M,5,III,103.9,,,103.9,,3,0,1,1,1,,,,10:35,10:41,0:06,10:34,10:42,0:08,,,42,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH193,O30,,,,79,M,7,IV,102.6,,,102.6,,3,0,1,1,1,,,,11:19,11:27,0:08,11:19,11:28,0:09,,,42,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH194,G44,,,,85,M,4,III,105,,,105,,3,0,1,1,1,,,,9:39,9:44,0:05,9:38,9:45,0:07,,,40,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH195,Y49,,,,76,M,6,,103,,,103,,3,0,1,1,1,,,,16:04,16:10,0:06,16:03,16:10,0:07,,NO COLLAR; .4 HALOPERIDOL,65,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH196,P14,,,,55,M,1,I,106.5,107.2,,107.2,0.7,3,0,1,1,1,,,,12:05,12:18,0:13,12:04,12:18,0:14,,NO COLLAR; COLDWATER ENEMA; 750 ML NACL IV;150 MG FLUMEGLUMINE AND 1.5 ML BANAMINE IM (1447),49,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH197,B9,,,,75,M,3,II,102.8,,,102.8,,3,0,1,1,1,,,,12:51,12:56,0:05,12:50,12:58,0:08,,,50,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH198,G10,,,,53,M,1,I,105,105.1,,105.1,0.1,3,0,1,1,1,,,,14:06,14:11,0:05,14:05,14:11,0:06,,"NO COLLAR; LEFT EYE OLD INJURY, L EYE CORNEAL OPACITY LATERAL",51,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH199,B4,,,,94,M,8,IV,104.5,103.7,,104.5,,3,0,1,1,1,,,,14:35,14:41,0:06,14:34,14:42,0:08,,,51,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH200,B21,,,,61,M,1,I,105.4,104.8,,105.4,-0.6,3,0,1,1,1,,,,15:32,15:36,0:04,15:30,15:36,0:06,,NO COLLAR; .35 HALOPERIDOL,52,,,,,,,
11/19/2014,DESERT,RR,BH,netgun:QS,BH202,Y47,,,,62,M,2,I,101.4,,,101.4,,3,0,1,1,1,,,,11:20,11:25,0:05,11:20,11:26,0:06,,"NO COLLAR; 4.5 MINUTE CHASE, RAN OFF WITH NET",,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH167,Y194,,,,66,M,2,II,102.8,,,102.8,,3,0,1,1,1,,,,9:56,10:03,0:07,,10:08,10:08,,,,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH168,G3,,,,87,M,4,II,102.3,,,102.3,,3,0,1,1,1,,,,7:56,8:00,0:04,7:55,8:01,0:06,,,,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH169,Y193,,,,78,M,4,II,102.9,,,102.9,,3,0,1,1,1,,,,9:16,9:21,0:05,,9:22,,,,,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH170,Y180,,,,71,M,3,II,101,,,101,,3,0,1,1,1,,,,7:57,8:01,0:04,,,,,,,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH171,W12,,,,83,M,3,II,104.4,,,104.4,,3,0,1,1,1,,,,9:00,9:09,0:09,8:59,9:09,0:10,,,,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH172,Y196,,,,61,M,3,II,102.5,102.9,,102.9,0.4,3,0,1,1,1,,,,9:00,9:15,0:15,8:59,9:18,0:19,,CUT ON FRONT LEFT LEG,30,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH173,Y178,,,,76,M,3,II,104.8,105,,105,0.2,3,0,1,1,1,,,,9:56,10:06,0:10,9:55,10:06,0:11,,,35,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH174,Y176,,,,77,M,3,II,102.2,,,102.2,,3,0,1,1,1,,,,10:46,10:52,0:06,10:45,10:52,0:07,,,39,,,,,,,
11/18/2014,DESERT,FC,BH,netgun:QS,BH201,O35,,,,73,M,3,II,105,105,,105,0,3,0,1,1,1,,,,10:06,10:08,0:02,9:56,10:09,0:13,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH136,Y189,,,,50,F,1.5,,101.9,,,101.9,,3,0,1,1,1,,,,8:19,8:24,0:05,8:17,8:25,0:08,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH137,Y191,,,,75,F,6+,,101,,,101,,3,0,1,1,1,,,,9:02,9:08,0:06,9:00,9:09,0:09,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH138,Y200,,,,51,F,2,,105.4,105.1,,105.4,-0.3,3,0,1,1,1,,,,9:56,10:01,0:05,9:53,10:02,0:09,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH139,W346,,,,62,F,4+,,103.8,,,103.8,,3,0,1,1,1,,,,7:47,7:54,0:07,7:46,7:54,0:08,,Busted Left Horn,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH140,Y187,,,,66,M,2.5,II,101.6,101.7,,101.7,0.1,3,0,1,1,1,,,,8:18,8:30,0:12,8:17,8:30,0:13,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH141,G19,,,,57,F,7,,101.9,,,101.9,,3,0,1,1,1,,,,9:03,9:06,0:03,9:01,9:06,0:05,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH142,R314,,,,78,M,4,II,102.9,102.8,,102.9,-0.1,3,0,1,1,1,,,,10:37,10:42,0:05,10:34,10:43,0:09,,3 PERMANENT INCISORS,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH143,Y199,,,,57,F,3,,102.5,,,102.5,,3,0,1,1,1,,,,9:58,10:03,0:05,9:54,10:03,0:09,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH144,Y198,,,,67,F,4+,,103.2,103.3,,103.3,0.1,3,0,1,1,1,,,,10:35,10:40,0:05,10:34,10:40,0:06,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH145,O240,,,,56,F,3,,102.7,,,102.7,,3,0,1,1,1,,,,11:06,11:13,0:07,11:05,11:13,0:08,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH146,Y182,,,,51,F,2,,104.2,,,104.2,,3,0,1,1,1,,,,11:51,11:55,0:04,11:50,11:55,0:05,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH147,R313,,,,59,F,2,,102.5,,,102.5,,3,0,1,1,1,,,,11:53,11:56,0:03,11:50,11:57,0:07,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH148,Y179,,,,57,F,2+,,102.4,,,102.4,,3,0,1,1,1,,,,12:00,12:03,0:03,11:58,12:04,0:06,,,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH149,R316,,,,48,F,2,,103.8,,,103.8,,3,0,1,1,1,,,,15:30,15:33,0:03,15:28,15:34,0:06,,.2ML HALIDOL,43,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH150,W344,,,,51,F,2,,104.3,,,104.3,,3,0,1,1,1,,,,15:30,15:33,0:03,15:29,15:33,0:04,,.1 ML HALOPERIDOL,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH151,W348,,,,57,F,4,,103.1,,,103.1,,3,0,1,1,1,,,,16:06,16:12,0:06,16:03,16:12,0:09,,.35 ML HALOPERIDOL,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH152,Y136,,,,77,M,4,II,104,,,104,,3,0,1,1,1,,,,17:03,17:10,0:07,17:02,17:10,0:08,,.35 Haloperidol,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH153,R114,,,,69,F,6+,,101.9,,,101.9,,3,0,1,1,1,,,,16:05,16:07,0:02,16:03,16:08,0:05,,LEFT HORN BROKEN OFF-OLD; .3 ML HALO,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH154,Y185,,,,69,M,2,II,103.4,,,103.4,,3,0,1,1,1,,,,16:08,16:13,0:05,16:03,16:14,0:11,,.35 HALOPERIDOL,38,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH155,Y90,,,,81,M,4,II,104.2,,,104.2,,3,0,1,1,1,,,,17:03,17:08,0:05,17:01,17:08,0:07,,.35 HALOPDOLE,33,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH156,Y192,,,,41,M,L,,103.7,,,103.7,,3,0,1,1,1,,,,14:41,14:43,0:02,14:38,14:43,0:05,,.1 HALOPERIDOL; NO COLLAR,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH157,W339,,,,43,M,L,,103.5,,,103.5,,3,0,1,1,1,,,,14:39,14:41,0:02,14:38,14:41,0:03,,.1 HALOPERIDOL; NO COLLAR,45,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH158,Y190,,,,33,F,L,,105.4,,,105.4,,3,0,1,1,1,,,,13:57,14:00,0:03,13:55,14:00,0:05,,.1 HALOPERIDOL; NO COLLAR,50,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH159,Y197,,,,45,M,L,,105.3,,,105.3,,3,0,1,1,1,,,,13:56,13:58,0:02,13:54,13:59,0:05,,.1 HALOPERIDOL; NO COLLAR,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH160,Y147,,,,35,F,L,,104,105,,105,1,3,0,1,1,1,,,,12:56,12:58,0:02,12:49,12:58,0:09,,.1 HALOPERIDOL IM; NO COLLAR,47,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH161,W337,,,,46,M,1,,104.4,,,104.4,,3,0,1,1,1,,,,12:52,12:55,0:03,12:49,12:55,0:06,,NO COLLAR,48,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH162,O231,,,,47,M,L,,105.1,105.3,,105.3,0.2,3,0,1,1,1,,,,12:50,12:56,0:06,12:49,12:56,0:07,,.2HALOPERIDOL; JANUARY LAMB; NO COLLAR,47,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH163,W347,,,,33,F,L,,103.2,103.4,,103.4,0.2,3,0,1,1,1,,,,11:59,12:02,0:03,11:58,12:02,0:04,,.2HALOPERIDOL; NO COLLAR,,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH164,Y188,,,,37,M,L,,104.2,,,104.2,,3,0,1,1,1,,,,11:09,11:11,0:02,11:05,11:12,0:07,,NO COLLAR,45,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH165,W349,,,,41,F,1,,105.4,,,105.4,,3,0,1,1,1,,,,9:55,9:59,0:04,9:54,9:59,0:05,,NO COLLAR,38,,,,,,,
11/17/2014,DESERT,FC,BH,netgun:QS,BH166,O239,,,,37,F,L,,105.3,105.1,,105.3,-0.2,3,0,1,1,1,,,,14:34,14:38,0:04,14:32,14:38,0:06,,.1 ML HALOPERIDOL; NO COLLAR,50,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ10,G234,,,,74,F,4,,102.5,,,102.5,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/13/2014,Rocky,WH,JZ,DA,JZ20,W329,,,,116,M,8,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ21,O50,,,,61,F,4,,102.9,,,102.9,,3,,1,1,,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ22,B9,,,,55,F,2,,103.6,,,103.6,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ23,B27,,,,61,F,3,,,,,,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ24,B43,,,,53,F,2,,103.6,,,103.6,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ25,G247,,,,62,F,4,,102.3,,,102.3,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ26,P70,,,,66,F,4+,,103.6,,,103.6,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ27,B29,,,,75,F,4,,102.7,,,102.7,,3,0,1,1,0,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ28,G9,,,,80,F,4+,,103.3,,,103.3,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ29,W333,,,,67,F,2,,106.4,,,106.4,,3,0,1,1,1,,,,,,,,,,,ENEMA AND BANAMINE,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ30,G240,,,,63,F,adult,,101.4,,,101.4,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ31,G21,,,,38,M,1,,103.3,,,103.3,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ32,B30,,,,52,M,1,,104,,,104,,3,0,1,1,1,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ33,G233,,,,48,F,1,,101.5,,,101.5,,3,0,1,1,1,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ34,B44,,,,44,F,1,,,,,,,3,0,1,1,1,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ35,Y89,,,,46,F,1,,102.9,,,102.9,,3,0,1,1,1,,,,,,,,,,,NO COLLAR; KNOCKED HORN OFF IN NET,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ36,P77,,,,26.5,F,L,,104.6,,,104.6,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ38,P80,,,,20,M,L,,103.4,,,103.4,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/13/2014,Rocky,WH,JZ,dropnet,JZ39,P81,,,,16,F,L,,104.6,,,104.6,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ1,B45,,,,67,F,Adult,,103.9,,,103.9,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,DA,JZ19,Y93,,,,116,M,10,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ2,G230,,,,56,F,Adult,,102.3,,,102.3,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ3,G40,,,,63,F,3,,,,,,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ4,O52,,,,72,F,Adult,,102,,,102,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ40,P82,,,,23,M,L,,104.7,,,104.7,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ41,P83,,,,20,M,L,,105,,,105,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ42,P86,,,,23,M,L,,104.2,,,104.2,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ43,P99,,,,22,F,L,,104.2,,,104.2,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ44,P100,,,,26,M,L,,104.6,,,104.6,,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ5,B48,,,,71,F,Adult,,103.6,,,103.6,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ6,G50,,,,67,F,4,,,,,,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ7,G245,,,,63,F,4,,102.9,,,102.9,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/12/2014,Rocky,WH,JZ,dropnet,JZ8,G31,,,,61,F,3,,102.7,104.5,,104.5,1.8,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ11,B42,,,,54,F,,,102.5,102,,102.5,-0.5,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ12,Y95,,,,54,F,adult,,103.6,,,103.6,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ13,O51,,,,69,F,4+,,102,,,102,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ14,G250,,,,78,F,4+,,103.4,104.4,,104.4,1,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ15,B28,,,,65,F,,,103.3,103.6,,103.6,0.3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ16,O71,,,,63,F,3,,104,103.7,,104,-0.3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ17,B26,,,,65,F,3,,104,,,104,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ18,G248,,,,71,F,3,,,,,,,3,0,1,1,1,,,,,,,,,,,,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ37,P79,,,,23,M,L,,103.8,104,,104,0.2,3,0,0,0,0,,,,,,,,,,,NO COLLAR,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ45,P96,,,,22,?,L,,,,,,,,,,,,,,,,,,,,,,NO COLLAR,,,,,,,,
8/11/2014,Rocky,WH,JZ,dropnet,JZ9,W341,,,,65,F,3,,,,,,,3,0,1,1,1,,,,,,,,,,,BLUE TOP,,,,,,,,
12/17/2012,DESERT,na,PE,netgun:AW,PE143,R9,,,,60,F,6+,,101.3,,,101.3,,,0,1,1,1,0,0,0,10:39,10:51,0:12,,,,,COLLAR NOT TURNED ON,,,,,,,,
12/17/2012,DESERT,NA,PE,netgun:AW,PE159,B86,,,,59,F,6+,,103.4,,,,,,0,1,1,1,0,0,1,8:16,8:24,0:08,,,,,,,,,,,,,
12/17/2012,DESERT,NA,PE,netgun:AW,PE165,O5,,,,65,F,6+,,102.1,,,102.1,,,0,1,1,1,0,0,1,7:52,8:01,0:09,,,,,,,,,,,,,
12/17/2012,DESERT,NA,PE,netgun:AW,,,,,,,F,11+,,,,,,,,,,,,,,0,,,,,,,,BROKEN LEG. EUTHANIZED.,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE118,R,,,,62,F,6+,,102.4,100,,102.4,-2.4,3,0,1,1,1,0,0,1,,,,,,,,HARD TIME REMOVING NET FROM ANIMAL,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE145,B14,,,,74,F,6+,,105.7,104.1,,105.7,-1.6,,0,1,1,1,0,0,1,14:50,14:57,0:07,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE146,B77,,,,59,F,4+,,100.3,,,100.3,,,0,1,1,1,0,0,1,14:08,14:23,0:15,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE147,R32,,,,65,F,4+,,102.2,,,102.2,,3,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE148,B89,,,,64,F,4+,,102.6,,,102.6,,,0,1,1,1,0,0,1,13:06,13:15,0:09,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE149,B90,,,,66,F,4+,,105.2,101.1,,105.2,-4.1,3,0,1,1,1,0,0,1,13:39,13:56,0:17,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE160,B95,,,,54,F,3.5,,105.2,105.1,,105.2,-0.1,,0,1,1,1,0,0,1,8:38,8:48,0:10,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE171,G8,,,,76,F,3,,104.4,,,104.4,,3,0,1,1,1,0,0,1,3:55,4:13,0:18,,,,,,,,,,,,,
12/16/2012,DESERT,NA,PE,netgun:AW,PE172,B93,,,,76,F,4+,,104.9,104.2,104.3,104.9,-0.6,3,0,1,1,1,0,0,1,15:54,16:10,0:16,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE144,R27,,,,69,F,4+,,103,100.7,,103,-2.3,,0,1,1,1,0,0,1,,8:24,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE150,B88,,,,61,F,4+,,102.2,,,102.2,,3,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE152,R10,,,,70,F,4+,,104.4,104,,104.4,-0.4,3,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE163,P7,,,,61,F,4+,,105.7,105.5,103.4,105.7,-2.3,,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE166,R6,,,,67,F,4+,,103.3,,,103.3,,,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE167,R25,,,,57,F,3,,104,,,104,,,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
12/15/2012,DESERT,NA,PE,netgun:AW,PE168,W6,,,,68,F,2,,101.1,,,101.1,,3,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,
