Herd,Est,Year,Month,Lambs,Status,Area,Subspec,MonthNum,YearMonth,Timeline,PrePart_Precip,Recovery_Precip,PostPart_Precip,PrePart_Temp,Recovery_Temp,PostPart_Temp,PrevLamb_Precip,PrevLamb_Temp
PEC,353,2000,7,35,Pre,705.4849405680096,Rocky,07,200007,6,257.031619480678,87.12435013907296,318.82690811157227,2.078074722062974,4.32403443257014,11.737296104431152,337.7970450265067,10.39533519744873
PEC,350,2001,7,12,Pre,705.4849405680096,Rocky,07,200107,6,204.69339098249162,293.9029583249773,231.80375943865096,1.305372845558893,1.7026595501672654,11.63890843164353,318.82690811157227,11.737296104431152
PEC,325,2002,8,60,Pre,705.4849405680096,Rocky,08,200208,6,45.40936156681606,171.4256594521659,213.11744580950057,1.6273816426595051,3.717931236539568,12.275807607741584,231.80375943865096,11.63890843164353
PEC,350,2003,7,41,Pre,705.4849405680096,Rocky,07,200307,6,180.37413624354772,320.2307815551758,211.3401873452323,0.7069067059173471,2.013959532692319,11.770935421898251,213.11744580950057,12.275807607741584
PEC,350,2004,7,30,Pre,705.4849405680096,Rocky,07,200407,6,311.059465592461,155.7205810546875,233.38013403756278,1.9165059529976654,3.3510654880886985,10.814061391921271,211.3401873452323,11.770935421898251
PEC,350,2005,7,26,Pre,705.4849405680096,Rocky,07,200507,6,293.5028168814523,263.6049156188965,198.33336312430245,0.4033036735795793,1.8830494823909942,11.408564976283483,233.38013403756278,10.814061391921271
PEC,350,2006,7,57,Pre,705.4849405680096,Rocky,07,200607,6,161.5822309766497,248.5876181466239,452.809572492327,2.176025492804391,3.998771451768421,11.786971455528622,198.33336312430245,11.408564976283483
PEC,275,2007,7,17,Pre,705.4849405680096,Rocky,07,200707,6,246.24234444754464,164.5335568019322,275.0336924961635,1.2663233500151407,2.4756338596343994,11.947555451166062,452.809572492327,11.786971455528622
PEC,210,2008,7,30,Pre,705.4849405680096,Rocky,07,200807,6,189.1749529157366,146.05160931178503,274.2761710030692,0.5670083438356718,4.823077090439343,11.749110812232608,275.0336924961635,11.947555451166062
PEC,130,2009,7,46,Pre,705.4849405680096,Rocky,07,200907,6,225.0183563232422,199.7544904436384,183.83373750959123,1.4836829801400502,3.8858663991448426,11.45319666181292,274.2761710030692,11.749110812232608
PEC,125,2010,7,35,Pre,705.4849405680096,Rocky,07,201007,6,256.17456190926686,294.5957954951695,325.1242077691214,0.5809731994356427,2.9814644420430776,12.501735323951358,183.83373750959123,11.45319666181292
PEC,128,2011,9,39,Pre,705.4849405680096,Rocky,09,201109,6,170.09273638044084,143.6991307394845,240.88691473007202,1.6918518050085931,4.042681603204636,13.538802101498558,325.1242077691214,12.501735323951358
PEC,158,2012,NA,NA,NA,705.4849405680096,Rocky,July/Sept,2012July/Sept,6,169.65698187691825,251.10470526559013,216.68923350742884,3.064215218737012,3.2802747317722867,13.473736490522112,240.88691473007202,13.538802101498558
PEC,200,2013,9,75,Pre,705.4849405680096,Rocky,09,201309,6,127.6966495513916,103.95038182394845,253.25920731680733,1.5616056706224168,4.9932241808800475,12.229815891810826,216.68923350742884,13.473736490522112
PEC,248,2014,7,NA,NA,705.4849405680096,Rocky,07,201407,6,271.09696415492465,412.9136167253767,254.4318049294608,0.31671572512104396,2.7960149333590554,11.636309896196638,253.25920731680733,12.229815891810826
PEC,275,2015,9,41,Pre,705.4849405680096,Rocky,09,201509,6,290.914739881243,252.78743961879186,334.1721730913435,1.2297004911871183,4.19303928670429,11.888205210367838,254.4318049294608,11.636309896196638
PEC,375,2016,7,40,Pre,705.4849405680096,Rocky,07,201607,6,164.91222286224365,290.8962425504412,258.97511454990934,0.8160064855501765,4.303645974113827,12.801782744271415,334.1721730913435,11.888205210367838
PEC,375,2017,7,38,Pre,705.4849405680096,Rocky,07,201707,6,297.88565608433316,165.45713887895857,311.4090461730957,2.618265367689587,5.369264096021652,12.789325941176642,258.97511454990934,12.801782744271415
PEC,375,2018,7,43,Pre,705.4849405680096,Rocky,07,201807,6,72.65971946716309,214.7631721496582,318.1917225973947,3.4075072152273993,5.841958454677037,13.672541027977353,311.4090461730957,12.789325941176642
PEC,335,2019,7,23,Pre,705.4849405680096,Rocky,07,201907,6,298.22315870012557,265.3119348798479,181.86834607805525,0.8626439315932137,3.446194501150222,12.647347631908598,318.1917225973947,13.672541027977353
PEC,365,2021,7,28,Pre,705.4849405680096,Rocky,07,202107,6,208.41170474461146,141.82036318097795,302.01372146606445,2.2250141416277205,5.366661501782281,12.448349135262626,142.0791895730155,13.689528964814686
PEC,400,2022,7,37,Pre,705.4849405680096,Rocky,07,202207,6,148.12112924030848,113.71133804321289,388.6437770298549,2.606902213323684,5.998328770909991,12.475698244004022,302.01372146606445,12.448349135262626
WH,180,2000,9,71,Pre,419.9224446317383,Rocky,09,200009,6,220.3847255706787,106.15020198822022,216.50420532226562,1.6161745309829711,4.016816711425781,11.686651802062988,245.40558624267578,10.206138801574706
WH,200,2001,9,NA,NA,419.9224446317383,Rocky,09,200109,6,238.60808258056642,180.13041191101075,193.85928955078126,0.8346192441880703,1.6712066491444906,11.315340932210287,216.50420532226562,11.686651802062988
WH,225,2002,9,70,Pre,419.9224446317383,Rocky,09,200209,6,54.810249304771425,103.54949378967285,171.65651473999023,1.5331857681274415,3.6104403654734294,12.321467018127441,193.85928955078126,11.315340932210287
WH,250,2003,9,NA,NA,419.9224446317383,Rocky,09,200309,6,204.05401115417482,263.2443389892578,158.76979598999023,0.27050070861975356,2.0973089138666787,11.64456221262614,171.65651473999023,12.321467018127441
WH,300,2004,7,56,Pre,419.9224446317383,Rocky,07,200407,6,222.86194400787355,171.36492538452148,212.4581428527832,1.5953563923637073,3.285022274653117,10.461381530761718,158.76979598999023,11.64456221262614
WH,300,2005,7,41,Pre,419.9224446317383,Rocky,07,200507,6,271.2378234863281,211.03096389770508,184.13124313354493,0.025339716672897337,1.8568402846654257,11.19978370666504,212.4581428527832,10.461381530761718
WH,335,2006,7,57,Pre,419.9224446317383,Rocky,07,200607,6,217.48212051391602,213.3484001159668,261.73583908081054,1.6384822527567546,3.7229525049527488,11.502056503295899,184.13124313354493,11.19978370666504
WH,275,2008,7,31,Pre,419.9224446317383,Rocky,07,200807,6,154.55372619628906,150.12901649475097,230.90065879821776,-0.26789191365242004,4.34399279927214,11.254877853393555,286.80199737548827,11.63146743774414
WH,235,2009,7,53,Pre,419.9224446317383,Rocky,07,200907,6,176.40252685546875,139.94266815185546,158.2428684234619,1.0014854947725933,3.520946951707204,11.049841117858886,230.90065879821776,11.254877853393555
WH,250,2010,7,38,Pre,419.9224446317383,Rocky,07,201007,6,231.50714225769042,271.18784255981444,210.36348552703856,-0.12046635150909424,2.505711721008023,12.090034548441569,158.2428684234619,11.049841117858886
WH,300,2011,7,48,Pre,419.9224446317383,Rocky,07,201107,6,198.00657958984374,172.13899192810058,119.48843703269958,-5.60110807418827e-4,3.3060297489166257,12.935788790384928,210.36348552703856,12.090034548441569
WH,275,2012,7,42,Pre,419.9224446317383,Rocky,07,201207,6,172.2674545288086,290.6447410583496,144.6960418701172,1.78961238861084,2.5772289911905926,12.941455968221028,119.48843703269958,12.935788790384928
WH,275,2013,7,53,Pre,419.9224446317383,Rocky,07,201307,6,82.90368366241455,119.77359199523926,202.77934169769287,0.10324237595001856,4.0287013232707976,11.640715789794921,144.6960418701172,12.941455968221028
WH,275,2014,7,32,Pre,419.9224446317383,Rocky,07,201407,6,256.6940116882324,327.1871566772461,232.19809684753417,-0.8925310214360556,1.8941233972708384,10.87480017344157,202.77934169769287,11.640715789794921
